host_response_rate,host_acceptance_rate,host_listings_count,host_total_listings_count,host_has_profile_pic,neighbourhood_cleansed,latitude,longitude,accommodates,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,host_is_superhost2,host_identity_verified2,has_availability2,instant_bookable2,dmy_Hotel room,dmy_Private room,dmy_Shared room,Borough
94%,100%,3.0,3.0,t,Gowanus,40.66913,-73.99041,4,1.0,2.0,$151.00 ,4,180,3.0,4.0,180.0,180.0,4.0,180.0,4,6,35,310,198,23,2,4.83,4.72,4.78,4.91,4.91,4.88,4.81,3,1,2,0,1.84,1,1,1,0,0,0,0,Brooklyn
90%,82%,5.0,5.0,t,Jamaica,40.67144,-73.76501,2,1.0,1.0,$65.00 ,30,365,30.0,30.0,365.0,365.0,30.0,365.0,30,60,90,365,53,0,0,4.42,4.47,4.7,4.5,4.48,3.88,4.38,5,0,5,0,0.39,0,1,1,0,0,1,0,Queens
100%,100%,1.0,1.0,t,Ditmars Steinway,40.77868,-73.90652,4,2.0,2.0,$140.00 ,4,1125,4.0,30.0,1125.0,1125.0,8.4,1125.0,3,7,13,164,12,8,2,4.92,5.0,4.83,5.0,4.92,4.92,5.0,1,1,0,0,12.0,1,1,1,0,0,0,0,Queens
100%,36%,5.0,5.0,t,Middle Village,40.71567,-73.87842,4,1.0,,$107.00 ,30,365,30.0,30.0,365.0,365.0,30.0,365.0,0,18,48,323,33,0,0,4.34,4.41,4.3,4.59,4.78,4.44,4.35,6,5,1,0,0.29,1,1,1,0,0,0,0,Queens
100%,36%,5.0,5.0,t,Ridgewood,40.70422,-73.89778,7,2.0,3.0,$186.00 ,30,730,30.0,30.0,730.0,730.0,30.0,730.0,30,60,90,365,6,0,0,4.0,4.75,4.25,4.5,5.0,4.25,4.25,6,5,1,0,0.05,1,1,1,0,0,1,0,Queens
100%,36%,5.0,5.0,t,Middle Village,40.71778,-73.87714,12,4.0,8.0,$350.00 ,30,730,30.0,30.0,730.0,730.0,30.0,730.0,30,60,90,365,16,0,0,4.71,4.5,4.44,4.81,4.63,4.69,4.44,6,5,1,0,0.52,1,1,1,0,0,0,0,Queens
100%,100%,0.0,0.0,t,Park Slope,40.67908,-73.97405,2,1.0,1.0,$80.00 ,2,365,2.0,2.0,1125.0,1125.0,2.0,1125.0,3,33,63,338,115,21,0,4.69,4.86,4.68,4.9,4.89,4.95,4.85,3,0,3,0,0.93,0,1,1,0,0,1,0,Brooklyn
86%,54%,3.0,3.0,t,Highbridge,40.83231,-73.9305,2,1.0,1.0,$50.00 ,1,28,1.0,1.0,28.0,28.0,1.0,28.0,20,50,80,355,193,12,2,4.89,4.9,4.85,4.97,4.97,4.61,4.84,3,0,3,0,1.94,1,1,1,0,0,1,0,Bronx
90%,82%,5.0,5.0,t,Jamaica,40.67144,-73.76501,2,1.0,1.0,$65.00 ,30,365,30.0,30.0,365.0,365.0,30.0,365.0,0,0,0,0,62,0,0,4.35,4.6,4.85,4.55,4.45,3.91,4.45,5,0,5,0,0.46,0,1,0,0,0,1,0,Queens
100%,98%,1.0,1.0,t,East Harlem,40.79934,-73.94236,2,1.0,1.0,$100.00 ,5,21,5.0,5.0,1125.0,1125.0,5.0,1125.0,1,3,33,270,244,16,4,4.85,4.89,4.88,4.97,4.87,4.48,4.8,1,0,1,0,2.27,1,1,1,1,0,1,0,Manhattan
100%,100%,1.0,1.0,t,Fort Greene,40.68701,-73.97555,1,1.0,1.0,$81.00 ,3,18,3.0,3.0,18.0,18.0,3.0,18.0,5,5,5,5,37,0,0,4.79,4.76,4.79,5.0,4.97,4.85,4.73,1,0,1,0,0.87,0,1,1,1,0,1,0,Brooklyn
100%,64%,5.0,5.0,t,Harlem,40.81201,-73.94452,2,1.0,1.0,$76.00 ,3,30,3.0,3.0,30.0,30.0,3.0,30.0,16,20,50,50,216,8,1,4.65,4.73,4.57,4.67,4.75,4.49,4.64,2,0,2,0,1.77,0,1,1,0,0,1,0,Manhattan
100%,100%,13.0,13.0,t,Ditmars Steinway,40.77155,-73.90564,2,1.0,2.0,$149.00 ,3,29,3.0,3.0,29.0,29.0,3.0,29.0,4,20,50,325,71,32,2,4.79,4.88,4.76,4.96,4.91,4.91,4.79,1,1,0,0,1.07,1,0,1,0,0,0,0,Queens
87%,50%,1.0,1.0,t,Brooklyn Heights,40.69003,-73.99338,3,1.0,1.0,$162.00 ,3,90,3.0,3.0,90.0,90.0,3.0,90.0,6,6,13,13,243,1,0,4.69,4.83,4.81,4.95,4.94,4.89,4.62,1,1,0,0,2.84,0,1,1,0,0,0,0,Brooklyn
100%,83%,1.0,1.0,t,Hell's Kitchen,40.76505,-73.98716,4,1.0,2.0,$250.00 ,3,365,3.0,3.0,365.0,365.0,3.0,365.0,0,0,0,0,116,7,0,4.82,4.89,4.74,4.92,4.94,4.88,4.66,1,1,0,0,1.31,1,1,1,0,0,0,0,Manhattan
100%,88%,1.0,1.0,t,Flatiron District,40.74166,-73.9866,2,1.0,1.0,$295.00 ,2,7,2.0,2.0,7.0,7.0,2.0,7.0,0,0,5,226,144,20,1,4.98,4.99,4.97,4.96,5.0,4.97,4.91,1,1,0,0,1.68,1,1,1,0,0,0,0,Manhattan
25%,,1.0,1.0,t,Lower East Side,40.71946,-73.98641,2,1.0,1.0,$150.00 ,30,90,30.0,30.0,90.0,90.0,30.0,90.0,2,32,62,337,57,0,0,4.65,4.82,4.67,4.85,4.98,4.69,4.6,1,1,0,0,0.51,0,1,1,0,0,0,0,Manhattan
100%,36%,5.0,5.0,t,Ridgewood,40.70271,-73.8993,9,3.0,1.0,$188.00 ,30,730,30.0,30.0,730.0,730.0,30.0,730.0,15,45,75,350,2,0,0,5.0,4.5,5.0,5.0,5.0,5.0,5.0,6,5,1,0,0.02,1,1,1,0,0,0,0,Queens
80%,46%,0.0,0.0,t,Chinatown,40.7178,-73.9932,5,2.0,2.0,$250.00 ,7,31,7.0,7.0,31.0,31.0,7.0,31.0,7,8,36,93,33,11,1,4.7,4.82,4.42,4.85,4.97,4.64,4.61,2,2,0,0,0.41,1,1,1,0,0,0,0,Manhattan
100%,100%,1.0,1.0,t,Tribeca,40.72012,-74.00397,6,3.0,3.0,$500.00 ,30,365,30.0,30.0,365.0,365.0,30.0,365.0,2,2,2,245,107,1,0,4.37,4.55,4.15,4.52,4.58,4.5,4.21,1,1,0,0,1.57,0,1,1,1,0,0,0,Manhattan
100%,92%,4.0,4.0,t,East Harlem,40.79204,-73.94741,2,1.0,1.0,$100.00 ,30,30,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,0,0,62,191,2,0,4.84,4.84,4.95,4.97,4.98,4.6,4.8,5,5,0,0,1.5,1,1,1,0,0,0,0,Manhattan
100%,64%,5.0,5.0,t,Harlem,40.81006,-73.94559,2,1.0,2.0,$111.00 ,3,30,3.0,3.0,30.0,30.0,3.0,30.0,3,9,34,34,219,4,0,4.72,4.75,4.67,4.68,4.71,4.45,4.63,2,0,2,0,1.78,0,1,1,0,0,1,0,Manhattan
100%,100%,2.0,2.0,t,East Village,40.72598,-73.97978,6,1.0,2.0,$135.00 ,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,27,40,70,345,163,2,0,4.53,4.68,4.37,4.81,4.84,4.83,4.42,2,1,1,0,1.4,1,1,1,0,0,0,0,Manhattan
100%,50%,1.0,1.0,t,East Village,40.72825,-73.98959,2,1.0,1.0,$130.00 ,30,69,30.0,30.0,69.0,69.0,30.0,69.0,0,17,47,137,61,0,0,4.82,4.85,4.88,4.75,4.97,4.98,4.78,1,1,0,0,0.52,0,1,1,0,0,0,0,Manhattan
100%,0%,1.0,1.0,t,Upper West Side,40.79523,-73.9728,2,1.0,1.0,$170.00 ,30,60,30.0,30.0,60.0,60.0,30.0,60.0,13,24,39,314,30,0,0,4.81,4.62,4.41,4.93,4.9,4.86,4.72,1,1,0,0,0.24,0,1,1,0,0,0,0,Manhattan
60%,34%,0.0,0.0,t,East Village,40.72297,-73.98265,3,,2.0,$175.00 ,4,365,4.0,4.0,365.0,365.0,4.0,365.0,0,0,0,155,206,8,0,4.3,4.58,3.96,4.48,4.23,4.75,4.38,2,2,0,0,1.6,0,1,1,0,0,0,0,Manhattan
90%,81%,3.0,3.0,t,Greenpoint,40.72967,-73.95352,4,2.0,2.0,$302.00 ,3,90,3.0,3.0,90.0,90.0,3.0,90.0,9,12,41,316,144,14,1,4.78,4.82,4.68,4.92,4.9,4.85,4.7,3,3,0,0,1.71,0,1,1,0,0,0,0,Brooklyn
60%,34%,0.0,0.0,t,East Village,40.72219,-73.98245,4,2.0,2.0,$260.00 ,7,365,7.0,7.0,365.0,365.0,7.0,365.0,0,0,0,0,153,0,0,4.37,4.39,3.81,4.46,4.36,4.64,4.23,2,2,0,0,1.33,0,1,1,0,0,0,0,Manhattan
90%,13%,4.0,4.0,t,Williamsburg,40.70705,-73.95489,1,1.0,3.0,$50.00 ,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0,0,0,0,247,14,0,0,4.92,4.92,4.69,4.75,4.92,4.67,4.5,4,0,4,0,0.19,0,1,1,0,0,1,0,Brooklyn
100%,50%,1.0,1.0,t,Crown Heights,40.67634,-73.95143,2,1.0,1.0,$75.00 ,30,182,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,1,31,306,45,0,0,4.82,4.91,4.91,4.87,4.76,4.4,4.8,1,0,1,0,0.36,0,1,1,0,0,1,0,Brooklyn
100%,100%,2.0,2.0,t,Crown Heights,40.67579,-73.95072,3,1.0,1.0,$60.00 ,30,365,30.0,30.0,365.0,365.0,30.0,365.0,1,31,61,336,244,0,0,4.78,4.77,4.8,4.82,4.72,4.51,4.78,2,0,2,0,5.76,0,0,1,0,0,1,0,Brooklyn
100%,75%,2.0,2.0,t,East Village,40.72497,-73.98356,2,1.0,1.0,$60.00 ,7,1125,5.0,7.0,1125.0,1125.0,7.0,1125.0,2,2,2,2,221,6,0,4.56,4.71,4.18,4.77,4.87,4.8,4.6,2,0,2,0,2.2,0,0,1,0,0,1,0,Manhattan
94%,70%,3.0,3.0,t,Nolita,40.72021,-73.99426,7,2.0,2.0,$378.00 ,1,730,1.0,1.0,730.0,730.0,1.0,730.0,16,37,67,342,1,0,0,5.0,,,,,,,3,3,0,0,0.01,1,1,1,0,0,0,0,Manhattan
50%,75%,0.0,0.0,t,Williamsburg,40.70797,-73.94792,3,1.0,1.0,$105.00 ,30,120,30.0,30.0,120.0,120.0,30.0,120.0,0,0,0,89,159,1,0,4.52,4.56,4.58,4.62,4.85,4.66,4.53,1,1,0,0,2.24,0,1,1,0,0,0,0,Brooklyn
100%,89%,2.0,2.0,t,East Village,40.72547,-73.98619,2,,1.0,$326.00 ,3,60,3.0,3.0,60.0,60.0,3.0,60.0,12,25,55,55,121,24,5,4.93,4.94,4.77,4.77,4.93,4.92,4.78,1,1,0,0,1.86,1,1,1,0,0,0,0,Manhattan
94%,70%,3.0,3.0,t,Nolita,40.72036,-73.99435,7,2.0,3.0,$470.00 ,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,14,36,66,341,158,28,4,4.86,4.92,4.73,4.95,4.95,4.91,4.7,3,3,0,0,2.12,1,1,1,0,0,0,0,Manhattan
100%,100%,1.0,1.0,t,Harlem,40.81263,-73.95214,5,2.0,2.0,$76.00 ,30,365,30.0,30.0,1125.0,1125.0,30.0,1125.0,5,27,57,332,216,5,0,4.35,4.6,4.33,4.79,4.82,4.35,4.47,1,1,0,0,1.94,0,1,1,0,0,0,0,Manhattan
100%,100%,2.0,2.0,t,Park Slope,40.67548,-73.98315,4,1.0,,$150.00 ,2,360,2.0,2.0,360.0,360.0,2.0,360.0,1,5,33,217,254,4,0,4.82,4.88,4.9,4.94,4.9,4.97,4.77,2,2,0,0,2.42,0,1,1,0,0,0,0,Brooklyn
100%,93%,2.0,2.0,t,Gowanus,40.68088,-73.99102,3,1.0,1.0,$190.00 ,2,270,2.0,3.0,1125.0,1125.0,2.0,1125.0,3,12,28,285,144,46,3,4.99,4.97,4.98,4.99,4.98,4.96,4.89,2,2,0,0,1.68,1,1,1,0,0,0,0,Brooklyn
100%,78%,1.0,1.0,t,Williamsburg,40.71516,-73.96448,4,1.0,2.0,$85.00 ,30,89,30.0,30.0,89.0,89.0,30.0,89.0,2,2,31,31,70,7,1,4.88,4.88,4.93,4.99,5.0,4.93,4.82,1,1,0,0,1.04,1,1,1,0,0,0,0,Brooklyn
100%,0%,1.0,1.0,t,Upper West Side,40.78846,-73.97459,2,1.0,1.0,$199.00 ,15,200,15.0,15.0,200.0,200.0,15.0,200.0,0,21,51,326,33,0,0,4.97,4.97,4.97,5.0,4.9,4.97,4.81,1,1,0,0,0.29,0,1,1,0,0,0,0,Manhattan
100%,0%,1.0,1.0,t,Greenpoint,40.73094,-73.95484,2,1.0,1.0,$100.00 ,30,30,30.0,30.0,30.0,30.0,30.0,30.0,0,1,31,306,7,0,0,4.86,4.86,4.57,4.86,4.86,4.86,4.86,1,0,1,0,0.08,0,1,1,0,0,1,0,Brooklyn
100%,91%,2.0,2.0,t,Nolita,40.72,-73.99487,6,3.0,3.0,$595.00 ,3,60,3.0,5.0,60.0,60.0,3.1,60.0,0,0,0,227,226,10,0,4.86,4.88,4.88,4.83,4.87,4.78,4.64,1,1,0,0,1.74,1,1,1,0,0,0,0,Manhattan
0%,82%,2.0,2.0,t,Upper West Side,40.77845,-73.98295,2,1.0,1.0,$150.00 ,30,120,30.0,30.0,120.0,120.0,30.0,120.0,0,1,25,25,56,5,0,4.83,4.85,4.47,4.91,4.93,4.96,4.76,1,1,0,0,0.64,0,1,1,0,0,0,0,Manhattan
100%,71%,1.0,1.0,t,Chinatown,40.7159,-73.99156,2,1.0,1.0,$139.00 ,25,1125,25.0,25.0,1125.0,1125.0,25.0,1125.0,0,0,0,80,55,5,0,4.83,4.8,4.56,4.94,4.94,4.78,4.78,2,2,0,0,1.4,0,1,1,0,0,0,0,Manhattan
100%,64%,2.0,2.0,t,Greenwich Village,40.72997,-74.00196,2,1.0,1.0,$200.00 ,30,365,30.0,30.0,365.0,365.0,30.0,365.0,0,0,1,34,43,1,0,4.85,4.9,4.83,4.95,4.88,4.95,4.73,1,1,0,0,0.81,1,1,1,0,0,0,0,Manhattan
100%,,2.0,2.0,t,Greenpoint,40.72919,-73.95588,4,1.0,2.0,$229.00 ,1,60,1.0,1.0,60.0,60.0,1.0,60.0,0,0,0,0,50,0,0,4.98,4.98,4.8,4.93,4.98,4.84,4.84,1,1,0,0,0.39,0,1,1,0,0,0,0,Brooklyn
100%,100%,2.0,2.0,t,Kingsbridge,40.87069,-73.90113,2,1.0,1.0,$90.00 ,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,0,24,184,10,2,0,4.6,4.9,4.9,4.9,4.9,4.9,4.9,2,1,1,0,0.45,0,1,1,0,0,0,0,Bronx
100%,100%,1.0,1.0,t,Greenpoint,40.72744,-73.953,1,1.0,1.0,$85.00 ,7,14,7.0,7.0,14.0,14.0,7.0,14.0,2,13,16,16,35,1,0,4.52,4.45,4.52,4.67,4.61,4.85,4.55,1,0,1,0,1.2,1,1,1,0,0,1,0,Brooklyn
75%,71%,2.0,2.0,t,Williamsburg,40.71976,-73.96012,2,1.0,1.0,$129.00 ,15,70,15.0,15.0,1125.0,1125.0,15.0,1125.0,0,0,2,182,80,10,0,4.64,4.64,4.38,4.79,4.78,4.9,4.4,1,1,0,0,1.2,0,1,1,0,0,0,0,Brooklyn
42%,46%,2.0,2.0,t,East Harlem,40.80834,-73.94075,3,1.0,2.0,$75.00 ,30,365,30.0,30.0,365.0,365.0,30.0,365.0,2,32,62,337,36,0,0,4.12,4.34,3.94,4.88,4.68,4.12,4.26,2,2,0,0,0.45,0,1,1,0,0,0,0,Manhattan
100%,93%,1.0,1.0,t,Astoria,40.77507,-73.93367,3,1.0,2.0,$119.00 ,7,1125,7.0,7.0,1125.0,1125.0,7.0,1125.0,6,20,50,325,228,3,0,4.67,4.77,4.61,4.9,4.91,4.3,4.66,1,1,0,0,2.54,0,1,1,0,0,0,0,Queens
100%,,0.0,0.0,f,Harlem,40.80874,-73.94926,5,2.0,2.0,$149.00 ,30,90,30.0,30.0,90.0,90.0,30.0,90.0,30,60,90,90,47,0,0,4.67,4.81,4.36,4.77,4.83,4.51,4.68,1,1,0,0,0.47,0,0,1,0,0,0,0,Manhattan
100%,25%,1.0,1.0,t,Lower East Side,40.71911,-73.98588,3,1.0,2.0,$150.00 ,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,2,32,62,337,322,1,0,4.81,4.81,4.82,4.86,4.87,4.64,4.77,1,1,0,0,2.55,1,1,1,0,0,0,0,Manhattan
50%,22%,3.0,3.0,t,Williamsburg,40.71407,-73.96657,2,1.0,1.0,$100.00 ,28,365,28.0,28.0,365.0,365.0,28.0,365.0,30,60,90,365,3,0,0,5.0,5.0,4.33,5.0,4.67,5.0,5.0,3,0,3,0,0.02,0,1,1,0,0,1,0,Brooklyn
100%,97%,27.0,27.0,t,Greenpoint,40.73777,-73.95366,2,1.0,1.0,$190.00 ,3,365,3.0,3.0,365.0,365.0,3.0,365.0,28,58,88,363,38,0,0,4.91,4.97,4.95,5.0,4.89,4.41,4.78,30,17,9,0,0.9,0,1,1,0,1,0,0,Brooklyn
100%,42%,1.0,1.0,t,East Village,40.72322,-73.98615,2,1.0,2.0,$55.00 ,2,60,2.0,2.0,60.0,60.0,2.0,60.0,0,0,0,61,198,2,0,4.33,4.44,3.9,4.84,4.76,4.84,4.44,1,0,1,0,1.74,1,1,1,0,0,1,0,Manhattan
100%,97%,27.0,27.0,t,Greenpoint,40.73756,-73.9535,4,1.0,2.0,$313.00 ,3,365,3.0,10.0,365.0,365.0,3.2,365.0,17,41,71,130,8,0,0,5.0,5.0,5.0,5.0,4.86,4.71,4.43,30,17,9,0,0.07,0,1,1,0,1,0,0,Brooklyn
100%,97%,27.0,27.0,t,Greenpoint,40.73777,-73.95366,4,1.0,2.0,$313.00 ,3,365,3.0,10.0,365.0,365.0,3.2,365.0,17,41,71,130,7,0,0,4.57,5.0,4.67,4.83,4.83,3.67,4.83,30,17,9,0,0.06,0,1,1,0,0,1,0,Brooklyn
100%,0%,2.0,2.0,t,Park Slope,40.67407,-73.98105,5,3.0,5.0,$69.00 ,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,0,0,216,37,0,0,4.86,4.77,4.58,4.89,4.83,4.97,4.8,2,2,0,0,0.58,0,1,1,0,0,0,0,Brooklyn
100%,97%,27.0,27.0,t,Greenpoint,40.73777,-73.95366,4,1.0,2.0,$349.00 ,3,365,3.0,10.0,365.0,365.0,3.2,365.0,2,26,56,115,2,0,0,4.0,5.0,5.0,5.0,4.5,3.5,4.5,30,17,9,0,0.02,0,1,1,0,0,1,0,Brooklyn
60%,23%,1.0,1.0,t,East Village,40.72408,-73.98154,2,1.0,1.0,$135.00 ,30,30,30.0,30.0,30.0,30.0,30.0,30.0,18,48,78,353,274,7,1,4.79,4.89,4.7,4.88,4.93,4.83,4.66,1,1,0,0,2.29,0,0,1,0,0,0,0,Manhattan
22%,0%,1.0,1.0,t,Bushwick,40.68769,-73.91788,3,1.0,,$65.00 ,30,60,30.0,30.0,60.0,60.0,30.0,60.0,3,33,63,338,250,0,0,4.43,4.58,4.41,4.79,4.82,4.17,4.44,1,1,0,0,2.22,0,1,1,0,0,0,0,Brooklyn
100%,97%,27.0,27.0,t,Greenpoint,40.73777,-73.95366,2,1.0,1.0,$190.00 ,3,365,3.0,9.0,365.0,365.0,3.2,365.0,29,59,89,364,16,0,0,4.88,5.0,5.0,4.94,4.81,4.81,4.81,30,17,9,0,0.13,0,1,1,0,1,0,0,Brooklyn
100%,38%,1.0,1.0,t,Long Island City,40.74575,-73.94686,2,1.0,2.0,$104.00 ,30,70,30.0,30.0,70.0,70.0,30.0,70.0,0,17,39,39,12,1,0,4.9,4.73,4.55,4.91,5.0,4.82,4.73,1,1,0,0,0.12,1,1,1,0,0,0,0,Queens
100%,75%,3.0,3.0,t,Crown Heights,40.67823,-73.94719,4,2.0,2.0,$150.00 ,30,365,30.0,30.0,365.0,365.0,30.0,365.0,20,50,76,351,238,0,0,4.45,4.57,4.69,4.73,4.62,4.26,4.45,2,2,0,0,1.97,1,1,1,0,0,0,0,Brooklyn
100%,98%,2.0,2.0,t,Bedford-Stuyvesant,40.68413,-73.93817,5,2.0,4.0,$134.00 ,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,11,24,54,322,114,12,1,4.73,4.86,4.81,4.93,4.93,4.52,4.66,2,2,0,0,1.26,1,1,1,1,0,0,0,Brooklyn
100%,94%,2.0,2.0,t,Crown Heights,40.67654,-73.94629,4,1.0,2.0,$100.00 ,1,14,1.0,1.0,1125.0,1125.0,1.0,1125.0,0,0,22,89,14,14,1,4.93,4.93,4.93,4.93,4.93,4.86,4.86,1,1,0,0,2.5,1,1,1,1,0,0,0,Brooklyn
100%,67%,1.0,1.0,t,Bedford-Stuyvesant,40.69157,-73.93257,6,2.0,3.0,$127.00 ,2,150,2.0,2.0,150.0,150.0,2.0,150.0,0,0,0,30,400,0,0,4.76,4.87,4.52,4.9,4.86,4.41,4.74,1,1,0,0,3.22,1,0,1,0,0,0,0,Brooklyn
100%,20%,1.0,1.0,t,Williamsburg,40.71167,-73.94932,2,1.0,1.0,$140.00 ,7,365,7.0,7.0,365.0,365.0,7.0,365.0,0,1,31,31,15,2,0,5.0,4.86,4.57,5.0,5.0,4.79,4.93,1,1,0,0,0.12,0,1,1,0,0,0,0,Brooklyn
100%,17%,1.0,1.0,t,Bedford-Stuyvesant,40.69304,-73.95417,6,2.0,4.0,$200.00 ,6,30,6.0,6.0,30.0,30.0,6.0,30.0,0,1,1,1,6,1,0,4.67,5.0,4.83,5.0,5.0,4.5,4.5,1,1,0,0,0.09,0,1,1,0,0,0,0,Brooklyn
100%,75%,2.0,2.0,t,Fort Greene,40.6867,-73.97469,2,,1.0,$123.00 ,30,90,30.0,30.0,90.0,90.0,30.0,90.0,10,10,10,93,23,5,1,5.0,4.96,4.74,4.91,5.0,5.0,4.83,1,1,0,0,0.27,1,1,1,0,0,0,0,Brooklyn
100%,,2.0,2.0,t,Lower East Side,40.72015,-73.99104,2,1.0,1.0,$135.00 ,30,150,30.0,30.0,150.0,150.0,30.0,150.0,0,0,0,1,28,0,0,4.28,4.25,4.04,4.68,4.75,4.68,4.32,1,1,0,0,0.26,0,1,1,0,0,0,0,Manhattan
100%,78%,1.0,1.0,t,Gowanus,40.66952,-73.99201,3,1.0,1.0,$130.00 ,30,90,30.0,30.0,90.0,90.0,30.0,90.0,17,22,24,60,108,5,0,4.93,4.97,4.92,4.96,4.95,4.79,4.89,1,1,0,0,1.26,1,1,1,0,0,0,0,Brooklyn
100%,43%,4.0,4.0,t,Chelsea,40.74056,-74.00143,2,1.0,1.0,$222.00 ,30,270,30.0,30.0,270.0,270.0,30.0,270.0,0,0,0,215,35,2,0,4.84,4.82,4.68,4.88,4.91,5.0,4.67,1,1,0,0,0.28,0,1,1,0,0,0,0,Manhattan
100%,57%,1.0,1.0,t,Williamsburg,40.71551,-73.96274,2,1.0,2.0,$298.00 ,7,300,7.0,7.0,300.0,300.0,7.0,300.0,12,42,72,347,140,7,0,4.78,4.89,4.9,4.88,4.94,4.88,4.54,1,1,0,0,1.45,0,1,1,0,0,0,0,Brooklyn
100%,97%,27.0,27.0,t,Greenpoint,40.73778,-73.95366,6,2.0,3.0,$599.00 ,3,365,3.0,3.0,365.0,365.0,3.0,365.0,2,26,56,115,9,0,0,4.17,4.71,4.86,4.57,4.57,3.57,4.57,30,17,9,0,0.07,0,1,1,0,0,1,0,Brooklyn
0%,,2.0,2.0,t,Harlem,40.81919,-73.95443,2,1.0,,$80.00 ,30,365,30.0,30.0,365.0,365.0,30.0,365.0,30,60,90,90,144,0,0,4.86,4.91,4.86,4.87,4.92,4.57,4.8,1,0,1,0,1.51,0,1,1,0,0,1,0,Manhattan
100%,93%,3.0,3.0,t,Harlem,40.82772,-73.95284,1,1.0,1.0,$76.00 ,5,30,5.0,5.0,1125.0,1125.0,5.0,1125.0,4,7,20,295,425,8,1,4.85,4.82,4.77,4.93,4.92,4.64,4.84,2,0,2,0,3.64,1,1,1,0,0,1,0,Manhattan
100%,53%,1.0,1.0,t,Bedford-Stuyvesant,40.68647,-73.95862,4,2.0,2.0,$145.00 ,2,60,2.0,8.0,60.0,60.0,2.4,60.0,1,4,4,41,112,14,2,4.88,4.92,4.77,4.89,4.91,4.79,4.82,1,1,0,0,1.01,1,1,1,0,0,0,0,Brooklyn
90%,81%,3.0,3.0,t,Greenpoint,40.72741,-73.95466,3,1.0,2.0,$196.00 ,3,90,3.0,3.0,90.0,90.0,3.0,90.0,8,13,43,318,293,19,2,4.73,4.71,4.69,4.88,4.87,4.88,4.64,3,3,0,0,2.53,0,1,1,0,0,0,0,Brooklyn
83%,60%,3.0,3.0,t,Upper West Side,40.78073,-73.98564,2,,1.0,$165.00 ,90,150,90.0,90.0,150.0,150.0,90.0,150.0,0,1,17,292,61,2,0,4.62,4.71,4.76,4.55,4.69,4.79,4.62,1,1,0,0,0.59,1,1,1,0,0,0,0,Manhattan
60%,0%,2.0,2.0,t,Financial District,40.70104,-74.01168,3,2.0,2.0,$180.00 ,45,300,45.0,45.0,300.0,300.0,45.0,300.0,29,59,89,364,53,0,0,4.64,4.63,4.6,4.78,4.83,4.83,4.59,2,0,2,0,0.44,0,1,1,0,0,1,0,Manhattan
87%,89%,6.0,6.0,t,Chelsea,40.74589,-73.99082,2,,2.0,$180.00 ,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,20,28,58,323,69,9,1,4.9,4.9,4.72,4.96,4.99,4.93,4.87,1,1,0,0,0.57,1,1,1,0,0,0,0,Manhattan
100%,0%,1.0,1.0,t,Crown Heights,40.67541,-73.96294,6,3.0,4.0,$165.00 ,30,40,30.0,30.0,40.0,40.0,30.0,40.0,0,19,28,303,3,0,0,4.5,5.0,5.0,5.0,5.0,4.67,5.0,1,1,0,0,0.02,0,1,1,0,0,0,0,Brooklyn
0%,0%,2.0,2.0,t,Fort Greene,40.69132,-73.97306,2,1.0,1.0,$95.00 ,30,30,30.0,30.0,30.0,30.0,30.0,30.0,30,60,90,365,177,0,0,4.62,4.7,4.74,4.78,4.71,4.85,4.68,2,0,2,0,2.0,0,1,1,0,0,1,0,Brooklyn
100%,100%,2.0,2.0,t,Crown Heights,40.67582,-73.9518,2,1.0,1.0,$55.00 ,30,730,30.0,30.0,730.0,730.0,30.0,730.0,0,20,50,325,270,0,0,4.75,4.86,4.83,4.86,4.8,4.51,4.82,2,0,2,0,2.42,0,0,1,0,0,1,0,Brooklyn
100%,33%,1.0,1.0,t,Astoria,40.76406,-73.92266,2,1.0,1.0,$85.00 ,5,30,5.0,5.0,30.0,30.0,5.0,30.0,3,3,3,3,34,2,0,4.57,4.66,4.38,4.87,4.87,4.87,4.52,1,1,0,0,0.35,0,1,1,0,0,0,0,Queens
